"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"org.apache.derby.impl.store.access.btree.BTreeForwardScan.fetchRows(BTreeRowPosition, DataValueDescriptor[][], RowLocation[], BackingStoreHashtable, long, int[]) BTreeForwardScan.java","2770","1","41","2370"
"org.apache.derby.impl.store.access.btree.BTreeScan.fetchNext(DataValueDescriptor[]) BTreeScan.java","2754","1","10","2281"
"org.apache.derby.impl.sql.compile.QueryTreeNode.getTableDescriptor(String, SchemaDescriptor) QueryTreeNode.java","2735","10","3","261"
"org.apache.derby.impl.sql.catalog.DataDictionaryImpl.getTableDescriptor(String, SchemaDescriptor, TransactionController) DataDictionaryImpl.java","2726","10","3","261"
"org.apache.derby.impl.services.cache.ConcurrentCache.release(Cacheable) ConcurrentCache.java","2694","< 0.1","679","55366"
"org.apache.derby.impl.sql.catalog.DataDictionaryImpl.getTableDescriptorIndex1Scan(String, String) DataDictionaryImpl.java","2666","19","3","139"
"org.apache.derby.impl.sql.catalog.DataDictionaryImpl.finishTableDescriptor(TableDescriptor) DataDictionaryImpl.java","2576","14","1","181"
"org.apache.derby.impl.drda.DRDAConnThread.writeSQLDARD(DRDAStatement, boolean, SQLException) DRDAConnThread.java","2535","6","20","366"
"org.apache.derby.impl.store.raw.data.CachedPage.unlatch() CachedPage.java","2529","< 0.1","138","31387"
"org.apache.derby.impl.store.raw.xact.Xact.logAndUndo(Compensation, LogInstant, LimitObjectInput) Xact.java","2526","2","12","940"
"org.apache.derby.impl.drda.DRDAStatement.isScrollable() DRDAStatement.java","2511","< 0.1","2511","1164538"
"org.apache.derby.impl.drda.DRDAConnThread.parseEXCSQLSTT() DRDAConnThread.java","2511","10","0","246"
"org.apache.derby.impl.store.raw.log.FileLogger.logAndUndo(RawTransaction, Compensation, LogInstant, LimitObjectInput) FileLogger.java","2499","2","19","940"
"org.apache.derby.impl.store.raw.data.BasePage.unlatch() BasePage.java","2391","< 0.1","137","31387"
"org.apache.derby.impl.store.raw.xact.Xact.addContainer(long, long, int, Properties, int) Xact.java","2363","10","2","235"
"org.apache.derby.impl.store.raw.data.BaseDataFileFactory.addContainer(RawTransaction, long, long, int, Properties, int) BaseDataFileFactory.java","2347","9","12","235"
"org.apache.derby.impl.drda.DRDAConnThread.writeSQLDAGRP(ResultSetMetaData, ParameterMetaData, int, boolean) DRDAConnThread.java","2287","0.5","130","4176"
"org.apache.derby.impl.store.raw.data.StoredPage.releaseExclusive() StoredPage.java","2285","< 0.1","216","31841"
"org.apache.derby.impl.store.raw.log.FileLogger.logAndDo(RawTransaction, Loggable) FileLogger.java","2257","0.4","113","5449"
"org.apache.derby.impl.store.access.RAMTransaction.openConglomerate(long, boolean, int, int, int) RAMTransaction.java","2167","0.4","34","5019"
"org.apache.derby.impl.services.cache.CacheEntry.lock() CacheEntry.java","2136","< 0.1","609","138172"
"org.apache.derby.impl.services.cache.CacheEntry.unlock() CacheEntry.java","2131","< 0.1","611","138172"
"org.apache.derby.impl.store.raw.log.Scan.getNextRecord(ArrayInputStream, TransactionId, int) Scan.java","2131","1","6","1175"
"org.apache.derby.impl.store.raw.log.Scan.getNextRecordBackward(ArrayInputStream, TransactionId, int) Scan.java","2116","1","120","1175"
"org.apache.derby.impl.store.raw.xact.Xact.logAndDo(Loggable) Xact.java","2090","0.6","42","3173"
"org.apache.derby.iapi.services.context.ContextManager.getContext(String) ContextManager.java","2023","< 0.1","1361","311510"
"org.apache.derby.impl.store.raw.data.RecordId.hashCode() RecordId.java","2019","< 0.1","1345","310595"
"org.apache.derby.iapi.services.io.ArrayInputStream.setPosition(int) ArrayInputStream.java","2012","< 0.1","2012","935158"
"org.apache.derby.iapi.types.SQLChar.getString() SQLChar.java","1983","< 0.1","1320","308036"
"org.apache.derby.impl.drda.DDMWriter.writeNetworkInt(int) DDMWriter.java","1941","< 0.1","1294","299264"
"org.apache.derby.iapi.types.DataTypeDescriptor.getJDBCTypeId() DataTypeDescriptor.java","1928","< 0.1","1292","295168"
"org.apache.derby.iapi.services.context.ContextService.addToThreadList(Thread, ContextManager) ContextService.java","1921","< 0.1","1283","293892"
"org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.setCompactRow(ExecRow, ExecRow) BasicNoPutResultSetImpl.java","1906","< 0.1","1259","291019"
"org.apache.derby.iapi.services.context.ContextService.resetCurrentContextManager(ContextManager) ContextService.java","1905","< 0.1","1277","293893"
"org.apache.derby.impl.sql.conn.GenericStatementContext.setTopResultSet(ResultSet, NoPutResultSet[]) GenericStatementContext.java","1903","< 0.1","1276","291854"
"org.apache.derby.impl.jdbc.EmbedResultSet.isForUpdate() EmbedResultSet.java","1902","< 0.1","1902","873174"
"java.nio.CharBuffer.limit(int) CharBuffer.java","1901","< 0.1","1271","292715"
"org.apache.derby.impl.jdbc.EmbedResultSet.clearWarnings() EmbedResultSet.java","1895","< 0.1","1266","291019"
"org.apache.derby.impl.sql.conn.GenericStatementContext.getSubqueryTrackingArray() GenericStatementContext.java","1894","< 0.1","1273","291854"
"java.nio.CharBuffer.position(int) CharBuffer.java","1894","< 0.1","1266","292715"
"org.apache.derby.impl.drda.AppRequester.supportsLongerLDStrings() AppRequester.java","1894","< 0.1","1266","292468"
"org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext.popStatementContext(StatementContext, Throwable) GenericLanguageConnectionContext.java","1894","< 0.1","1265","291973"
"org.apache.derby.impl.store.raw.data.ContainerUndoOperation.doMe(Transaction, LogInstant, LimitObjectInput) ContainerUndoOperation.java","1893","8","1","235"
"org.apache.derby.impl.drda.DRDAStatement.getQryprctyp() DRDAStatement.java","1892","< 0.1","1257","291622"
"org.apache.derby.impl.jdbc.EmbedResultSet.getWarnings() EmbedResultSet.java","1892","< 0.1","1264","291019"
"org.apache.derby.impl.sql.compile.QueryTreeNode.getSchemaDescriptor(String, boolean) QueryTreeNode.java","1891","3","5","497"
"org.apache.derby.impl.jdbc.EmbedResultSet.checkNotOnInsertRow() EmbedResultSet.java","1891","< 0.1","1891","873055"
"org.apache.derby.iapi.types.SQLInteger.readExternal(ObjectInput) SQLInteger.java","1890","< 0.1","1263","291506"
"org.apache.derby.impl.drda.DRDAStatement.getNumRsCols() DRDAStatement.java","1890","< 0.1","1267","291136"
"org.apache.derby.impl.store.raw.data.ContainerOperation.undoMe(Transaction, RawContainerHandle, LogInstant, LimitObjectInput) ContainerOperation.java","1889","8","1","235"
"org.apache.derby.impl.store.raw.data.BaseContainerHandle.addPage() BaseContainerHandle.java","1885","4","3","440"
"org.apache.derby.impl.store.raw.data.BaseContainer.addPage(BaseContainerHandle, boolean) BaseContainer.java","1881","4","10","440"
"org.apache.derby.impl.services.cache.ConcurrentCache.getEntry(Object) ConcurrentCache.java","1876","< 0.1","561","54362"
"org.apache.derby.impl.jdbc.EmbedResultSet.closeCurrentStream() EmbedResultSet.java","1873","< 0.1","1873","873288"
"org.apache.derby.iapi.sql.StatementUtil.getSchemaDescriptor(String, boolean, DataDictionary, LanguageConnectionContext, CompilerContext) StatementUtil.java","1871","3","3","497"
"org.apache.derby.impl.sql.execute.BasicNoPutResultSetImpl.getLanguageConnectionContext() BasicNoPutResultSetImpl.java","1870","< 0.1","1870","874568"
"org.apache.derby.impl.store.raw.data.BaseContainerHandle.removeContainer(LogInstant) BaseContainerHandle.java","1869","7","1","235"
"org.apache.derby.impl.store.raw.data.RAFContainer.removeContainer(LogInstant, boolean) RAFContainer.java","1867","7","2","235"
"org.apache.derby.impl.store.access.conglomerate.RowPosition.unlatch() RowPosition.java","1847","< 0.1","98","22726"
"org.apache.derby.impl.store.raw.xact.Xact.openContainer(ContainerKey, LockingPolicy, int) Xact.java","1817","0.2","68","8906"
"java.util.concurrent.locks.ReentrantLock$Sync.lock() ReentrantLock.java","1769","< 0.1","702","159329"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.release(int) AbstractQueuedSynchronizer.java","1761","< 0.1","1060","159334"
"org.apache.derby.impl.store.raw.data.BaseDataFileFactory.openContainer(RawTransaction, ContainerKey, LockingPolicy, int, boolean) BaseDataFileFactory.java","1725","0.1","103","9846"
"org.apache.derby.impl.drda.DRDAConnThread.parseEXCSQLSTTobjects(DRDAStatement) DRDAConnThread.java","1712","6","0","246"
