"Method","Time (ms)","Avg. Time (ms)","Own Time (ms)","Count"
"sun.nio.ch.Util.isBufferTooLarge(ByteBuffer) Util.java","17","< 0.1","17","7920"
"org.takes.misc.Opt$Empty.<init>() Opt.java","17","< 0.1","17","7810"
"org.takes.misc.Opt$Single.<init>(Object) Opt.java","17","< 0.1","17","7810"
"java.net.Socket.getLocalSocketAddress() Socket.java","17","0.1","1","110"
"sun.nio.ch.NioSocketImpl.endRead(boolean) NioSocketImpl.java","17","< 0.1","17","7810"
"org.cactoos.text.TextOfScalar.toString() TextOfScalar.java","17","< 0.1","1","330"
"sun.nio.ch.NioSocketImpl.write(byte[], int, int) NioSocketImpl.java","16","0.1","1","110"
"org.cactoos.iterable.IterableOf.<init>(Object[]) IterableOf.java","16","< 0.1","7","1210"
"java.io.ByteArrayOutputStream.ensureCapacity(int) ByteArrayOutputStream.java","16","< 0.1","16","7260"
"org.cactoos.iterator.Joined.next() Joined.java","15","< 0.1","2","495"
"java.util.stream.StreamSupport.intStream(Spliterator$OfInt, boolean) StreamSupport.java","15","< 0.1","4","660"
"java.util.stream.IntPipeline$10.<init>(IntPipeline, AbstractPipeline, StreamShape, int, IntPredicate) IntPipeline.java","15","< 0.1","2","660"
"org.cactoos.collection.CollectionEnvelope.add(Object) CollectionEnvelope.java","15","< 0.1","4","1155"
"sun.nio.ch.Net.localAddress(FileDescriptor) Net.java","15","< 0.1","2","220"
"java.net.URI$Parser.parseServer(int, int) URI.java","15","< 0.1","4","220"
"java.util.Formatter$FormatSpecifier.print(String, Locale) Formatter.java","14","< 0.1","8","1430"
"org.takes.misc.Href.param(Object) Href.java","14","0.2","0.6","55"
"sun.nio.ch.NioSocketImpl.getOption(int) NioSocketImpl.java","14","< 0.1","2","165"
"sun.nio.ch.NioSocketImpl.implWrite(byte[], int, int) NioSocketImpl.java","13","0.1","0.9","110"
"org.takes.misc.Href.asMap(String) Href.java","13","0.1","3","110"
"java.util.LinkedList$ListItr.checkForComodification() LinkedList.java","13","< 0.1","13","6545"
"java.util.stream.IntPipeline$StatelessOp.<init>(AbstractPipeline, StreamShape, int) IntPipeline.java","12","< 0.1","2","660"
"org.takes.rs.RsText.<init>(Response) RsText.java","12","0.2","0.3","55"
"org.cactoos.text.TextOf.<init>(byte[]) TextOf.java","12","< 0.1","1","220"
"java.lang.StringCoding.hasNegatives(byte[], int, int) StringCoding.java","11","< 0.1","11","5818"
"org.cactoos.iterator.IteratorOf.hasNext() IteratorOf.java","11","< 0.1","11","6160"
"sun.nio.ch.NioSocketImpl.tryWrite(FileDescriptor, byte[], int, int) NioSocketImpl.java","11","0.1","2","110"
"java.util.regex.Pattern.lambda$Range$10(int, int, int) Pattern.java","10","< 0.1","10","6105"
"java.util.Formatter$FormatSpecifier.<init>(Formatter, char) Formatter.java","10","< 0.1","7","1705"
"org.cactoos.iterator.IteratorOf.next() IteratorOf.java","10","< 0.1","7","1815"
"java.util.LinkedList$ListItr.<init>(LinkedList, int) LinkedList.java","10","< 0.1","7","1595"
"java.nio.CharBuffer.wrap(char[], int, int) CharBuffer.java","10","< 0.1","1","385"
"java.util.stream.FindOps$FindSink$OfInt.get() FindOps.java","10","< 0.1","2","660"
"java.util.stream.AbstractPipeline.wrapSink(Sink) AbstractPipeline.java","10","< 0.1","2","660"
"sun.nio.ch.Net.poll(FileDescriptor, int, long) Net.java (native)","10","< 0.1","10","547"
"java.util.stream.IntPipeline$Head.<init>(Spliterator, int, boolean) IntPipeline.java","9","< 0.1","2","660"
"java.util.stream.IntPipeline.<init>(AbstractPipeline, int) IntPipeline.java","9","< 0.1","2","660"
"java.util.stream.IntPipeline$10$1.accept(int) IntPipeline.java","9","< 0.1","4","660"
"java.util.AbstractSequentialList.<init>() AbstractSequentialList.java","9","< 0.1","9","4840"
"java.util.regex.Pattern$CharPredicate.lambda$negate$3(int) Pattern.java","9","< 0.1","9","4510"
"org.takes.rs.RsWithStatus.lambda$head$1(String) RsWithStatus.java","9","0.1","0.4","55"
"java.util.Locale.getUnicodeLocaleType(String) Locale.java","8","< 0.1","2","440"
"org.takes.rs.RsWithBody.<init>(Response, CharSequence) RsWithBody.java","8","0.1","0.6","55"
"java.net.InetSocketAddress.<init>(InetAddress, int) InetSocketAddress.java","8","< 0.1","5","385"
"java.lang.StringUTF16$CharsSpliterator.tryAdvance(IntConsumer) StringUTF16.java","8","< 0.1","1","220"
"java.nio.HeapCharBuffer.<init>(char[], int, int, MemorySegmentProxy) HeapCharBuffer.java","8","< 0.1","1","385"
"sun.nio.ch.Net.accept(FileDescriptor, FileDescriptor, InetSocketAddress[]) Net.java (native)","8","< 0.1","5","657"
"java.net.Socket.close() Socket.java","8","< 0.1","2","110"
"java.util.regex.Pattern.matcher(CharSequence) Pattern.java","8","< 0.1","2","495"
"org.takes.rs.RsPrint.printBody(OutputStream) RsPrint.java","8","0.1","0.6","55"
"java.lang.StringLatin1$CharsSpliterator.tryAdvance(IntConsumer) StringLatin1.java","7","< 0.1","2","440"
"java.net.Socket$SocketOutputStream.close() Socket.java","7","0.1","0.2","55"
"org.takes.rs.RsWrap.body() RsWrap.java","7","< 0.1","2","495"
"org.cactoos.scalar.IoChecked.<init>(Scalar) IoChecked.java","7","< 0.1","7","4125"
"java.util.regex.Pattern$Branch.match(Matcher, int, CharSequence) Pattern.java","7","< 0.1","0.5","110"
"java.util.Locale.getLanguage() Locale.java","7","< 0.1","7","3740"
"org.takes.rs.RsWithHeader.<init>(Response, CharSequence) RsWithHeader.java","7","< 0.1","0.9","165"
"java.util.stream.FindOps$FindSink$OfInt.get() FindOps.java","7","< 0.1","2","660"
"org.cactoos.scalar.Checked.<init>(Scalar, Func) Checked.java","7","< 0.1","7","3960"
"java.util.Formatter$Flags.contains(Formatter$Flags) Formatter.java","7","< 0.1","7","3685"
"java.util.stream.IntPipeline$10.opWrapSink(int, Sink) IntPipeline.java","7","< 0.1","2","660"
"org.cactoos.list.ListEnvelope.<init>(List) ListEnvelope.java","7","< 0.1","2","715"
"org.cactoos.iterable.IterableOf.lambda$new$0(Object[]) IterableOf.java","7","< 0.1","4","1155"
"java.util.ArrayList$SubList.checkForComodification() ArrayList.java","6","< 0.1","6","3190"
"java.util.stream.AbstractPipeline.<init>(AbstractPipeline, int) AbstractPipeline.java","6","< 0.1","4","660"
"java.util.stream.IntPipeline.<init>(Spliterator, int, boolean) IntPipeline.java","6","< 0.1","2","660"
"org.takes.misc.VerboseList.iterator() VerboseList.java","6","< 0.1","1","220"
"java.nio.CharBuffer.<init>(int, int, int, int, char[], int, MemorySegmentProxy) CharBuffer.java","6","< 0.1","2","385"
"org.cactoos.scalar.Mapped.<init>(Func, Scalar) Mapped.java","6","< 0.1","2","495"
"java.util.Locale.isUnicodeExtensionKey(String) Locale.java","6","< 0.1","1","440"
"org.takes.rs.RsEmpty.head() RsEmpty.java","6","0.1","0.2","55"
"org.takes.rs.ResponseOf.body() ResponseOf.java","6","< 0.1","1","275"
"java.util.ArrayList$SubList.<init>(ArrayList, int, int) ArrayList.java","6","< 0.1","6","3190"
"sun.nio.ch.Net.localInetAddress(FileDescriptor) Net.java (native)","6","< 0.1","2","220"
"java.net.SocketImpl.createPlatformSocketImpl(boolean) SocketImpl.java","6","< 0.1","0.7","110"
"java.net.URI$Parser.checkChars(int, int, long, long, String) URI.java","6","< 0.1","3","990"
"java.util.Formatter.<init>() Formatter.java","6","< 0.1","3","550"
"sun.nio.ch.NioSocketImpl.close() NioSocketImpl.java","5","0.1","0.5","55"
